,Title,Meta title,Meta description
404,Brasileira é eleita a youtuber do ano em premiação norte-americana - Almanaque - Home,Brasileira é eleita a youtuber do ano em premiação norte-americana,"A brasileira Camila Coelho ganhou o prêmio de Youtuber do Ano, pelo seu canal na plataforma, que possui mais de 3 milhões de inscritos. Criada pela..."
405,Enem 2017: mais de 60 mil fazem segundo dia de prova no Vale e região | Vale do Paraíba e Região | G1,Enem 2017: mais de 60 mil fazem segundo dia de prova no Vale e região,Prova é neste domingo (12) em todo país. Estudantes vão ser submetidos a questões de matemática e ciências da natureza.
406,Eliana fala sobre a volta ao trabalho: - Está tudo ótimo,Eliana fala sobre a volta ao trabalho: - Está tudo ótimo,"A apresentadora esteve presente no lançamento do livro Biografia da Televisão Brasileira, de Flávio Ricco e José Armando Vannucci e falou como está sendo a volta ao trabalho"
407,Incêndio destrói galpão de empresa de tecidos em Suzano | Mogi das Cruzes e Suzano | G1,Incêndio destrói galpão de empresa de tecidos em Suzano,Fogo foi controlado pelo Corpo de Bombeiros de quatro cidades da região. Bombeiro informou que ninguém ficou ferido.
408,Congresso instala quatro comissões mistas de medidas provisórias — Senado Notícias,Congresso instala quatro comissões mistas de medidas provisórias,"As comissões mistas de quatro medidas provisórias foram instaladas nesta quarta-feira (08).  A  MPV 800/2017  permite que a Agência Nacional de Transportes Terrestres (ANTT) renegocie contratos de concessão de rodovias federais, ampliando o prazo para a realização das obras de duplicação das vias. A  MPV 801/2017  altera as condições do refinanciamento das dívidas dos estados, municípios e do Distrito Federal. A  MPV 802/2017  altera o Programa Nacional de Microcrédito Produtivo Orientado para beneficiar empreendedores que tenham renda ou receita bruta anual de até R$ 200 mil. E a  MPV 803/2017  prorroga até 30 de novembro o prazo para o produtor rural aderir à renegociação das dívidas com o Funrural. A reportagem é de Gustavo Azevedo, da  Rádio Senado ."
409,Waldir Maranhão vai disputar Senado pelo PTB | Marcelo Vieira,Página sem meta title,Página sem meta description
410,Reforma trabalhista já prejudica trabalhadores; conheça alguns casos - Portal Vermelho,Reforma trabalhista já prejudica trabalhadores; conheça alguns casos - Portal Vermelho,"Sancionada em julho deste ano pelo presidente golpista Michel Temer (PMDB), a ""reforma"" trabalhista, que introduziu mudanças na CLT (Consolidação das Leis do Trabalho), passou a valer no dia 11 de novembro, e já vem afetando trabalhadores pelo país."
411,"Que pintura! Malcom, ex-Corinthians, faz golaço pelo Bordeaux; assista","Que pintura! Malcom, ex-Corinthians, faz golaço pelo Bordeaux; assista","Revelado pelo Corinthians, o atacante Malcom, do Bordeaux, vive grande fase na França. O atleta marcou um golaço na derrota de sua equipe contra o Dijon (3 a 2), na noite desta sexta-feira, no estádio Gaston-Gérard, pela 16ª rodada do Campeonato Francês. Aos 36 minutos do primeiro tempo, Malcom partiu em velocidade pelo lado direito,…"
412,"Veha as principais abdicações de soberanos no mundo - Jornal de Santa Catarina: notícias de Blumenau, Vale do Itajaí e SC",Veha as principais abdicações de soberanos no mundo,"Veja as principais abdica&ccedil;&otilde;es de soberanos no mundo desde 1936, ap&oacute;s o an&uacute;ncio nesta sexta-feira que o imperador do Jap&atilde;o Akih"
413,Dagmara Spautz: Arquivamento da CPI do Carnaval provoca confusão em Navegantes - Política e Economia - Santa,Dagmara Spautz: Arquivamento da CPI do Carnaval provoca confusão em Navegantes,Um dos questionamentos envolveu o repasse de verbas estaduais para o evento
414,maringa.odiario.com,Página sem meta title,Página sem meta description
415," Ambev tem lucro líquido ajustado de R$3,237 bi no 3º tri ","Ambev tem lucro líquido ajustado de R$3,237 bi no 3º tri","A Ambev teve lucro líquido ajustado de 3,237 bilhões de reais no terceiro trimestre, 1,2 por cento superior ao registrado no mesmo trimestre do ano passado"
416,Notícias - TST,Página sem meta title,Página sem meta description
417,Erro 404 - PÃ¡gina nÃ£o encontrada - UOL,Página sem meta title,Página sem meta description
418,Itaú capta US$ 100 milhões com BID para empreendedorismo feminino | Valor Econômico,Itaú capta US$ 100 milhões com BID para empreendedorismo feminino,O foco são companhias estabelecidas no Brasil e que tenham faturamento anual de até R$ 8 milhões
419,Cocô de cachorro nunca mais. Ação incentiva limpeza das ruas de Setúbal | PorAqui,Cocô de cachorro nunca mais. Ação incentiva limpeza das ruas de Setúbal | PorAqui,Os condutores de cães Los Perros instalaram depósitos com sacolas plásticas para ninguém ter mais desculpa pra não catar o cocô de cachorro
420,RepórterMT | Fabris alega problemas de saúde e não assume presidência da Assembleia,RepórterMT | Fabris alega problemas de saúde e não assume presidência da Assembleia,"Doze dias após ter deixado o Centro de Custódia de Cuiabá, onde ficou preso por 40 dias, o deputado Gilmar Fabris (PSD), argumentou, nesta segunda-feira (26), em entrevista à Rádio Capital FM, que não assumiu a presidência da Assembleia Legislativa por desgaste de sua imagem ou por impedimento jurídico, mas sim para tratar de sua saúde .
Segundo Gilmar, o fato de precisar realizar alguns exames em São Paulo, o impedem de..."
421,GALERIAS | Lu Lacerda | iG,Página sem meta title,Página sem meta description
422,"
Escutem a estreia da Mapache - Southern Rock Brasil
",Escutem a estreia da Mapache,"    No começo de 2016, Sam Blasucci e Clay Finch se juntaram para formar o duo Mapache em Los Angeles e começaram a fazer uma mistura extrem..."
423,Vídeo mostra ondas gigantes em área de buscas de submarino desaparecido - 20/11/2017 - Mundo - Folha de S.Paulo ,Vídeo mostra ondas gigantes em área de buscas de submarino desaparecido,"A Marinha argentina divulgou nesta segunda-feira (20) um vídeo que mostra as dificuldades meteorológicas na região do oceano Atlântico onde se concentram as buscas pelo submarino ARA San Juan, desaparecido desde quarta (15)."
424,12 filmes de terror com palhaços que você precisa ver ainda hoje - Vibe - Entretenimento | AreaH | Site Masculino,12 filmes de terror com palhaços que você precisa ver ainda hoje,Poltergeist e It - Uma obra prima do medo estão entre os filmes de terror com palhaços de maior sucesso no cinema. Veja outros
425,Reforma trabalhista: saiba o que muda e quais profissões serão afetadas | Política: Diario de Pernambuco,Reforma trabalhista: saiba o que muda e quais profissões serão afetadas,"Ao todo, foram alterados mais de 100 artigos da Consolidação das Leis do Trabalho (CLT) e criadas duas modalidades de contratação"
426,"Bola começa a rolar no Cinefoot a partir de amanhã, no Mineirão - Almanaque - Home","Bola começa a rolar no Cinefoot a partir de amanhã, no Mineirão","Se o futebol é uma caixinha de surpresas, como alguns jogadores gostam de afirmar nas entrevistas pós-jogo, esta pode muito bem ter o formato de uma..."
427,"Polícia apreende 1,5 tonelada de maconha e prende 3 pessoas em Uberlândia - Horizontes - Home","Polícia apreende 1,5 tonelada de maconha e prende 3 pessoas em Uberlândia","Uma operação da Força Integrada de Combate ao Crimes Organizado (FICCO), formada pela Polícia Rodoviária Federal, Grupo de..."
428,Planalto teme ataques a Michel Temer durante convenção do PSDB – Lençóis Notícias,Página sem meta title,Página sem meta description
429, Philippe Sands: “A Europa está vivendo uma fratura como nos anos trinta” | Cultura | EL PAÍS Brasil,Philippe Sands: “A Europa está vivendo uma fratura como nos anos trinta”,Especialista em direitos humanos retrata os juristas que deram nome ao genocídio e reflete sobre movimentos separatistas
430,Bahia Notícias / Municípios / Notícia / Ipiaú: Radialista é indiciado com base na Lei Maria da Penha por agressão à ex-esposa - 17/11/2017,Ipiaú: Radialista é indiciado com base na Lei Maria da Penha por agressão à ex-esposa,"O radialista candidato a vereador Beto Marques teria agredido a ex-esposa na tarde desta quinta-feira (17) em Ipiaú, na creche municipal onde sua filha estuda. De acordo com o delegado titular "
431,Meirelles: conjunto amplo de reformas visa diminuir o risco país - Economia - Estado de Minas,Meirelles: conjunto amplo de reformas visa diminuir o risco país,"Rio, 04 - O ministro da Fazenda, Henrique Meirelles, enumerou uma série de aspectos positivos do cenário econômico no País e citou as reformas do gove"
432,Hiltor Mombach | O iceberg da Libertadores,O iceberg da Libertadores,"Este Lanús é um time muito frio. O goleiro, por exemplo, gosta de viver perigosamente. Atua mais adiantado do que Neuer, da seleção da Alemanha. A equipe inverte jogadas laterais no seu campo desaf…"
433,Fachin envia ao plenário do STF ação da PGR sobre a Alerj | VEJA.com,Fachin envia ao plenário do STF ação da PGR sobre a Alerj,Procuradora-geral da República contestou decisão da Assembleia do Rio que revogou a prisão de três deputados estaduais alvos da PF
434,"Mentiras, incoerência e ira na defesa dos cortes de impostos nos EUA - 21/11/2017 - Paul Krugman - Colunistas - Folha de S.Paulo ","Paul Krugman: Mentiras, incoerência e ira na defesa dos cortes de impostos nos EUA","Uma coisa com a qual você pode contar na política norte-americana do século 21 é que os republicanos mentirão sobre os impostos. Foi o que fizeram no governo de George W. Bush, foi o que fizeram no governo de Barack Obama e continuam a fazê-lo sob Donald Trump."
435,Prazo para renovação de contratos do Fies é prorrogado para 30 de novembro,Prazo para renovação de contratos do Fies é prorrogado para 30 de novembro,"O prazo para renovação de contratos do Fies foi prorrogado até o dia 30 de novembro. Originalmente, o prazo terminava nesta segunda-feira, 20, e..."
436,Notícias - TST,Página sem meta title,Página sem meta description
437, A primeira semana de 'O outro lado do paraíso' marcou um ponto a menos que 'A força do querer' ,A primeira semana de 'O outro lado do paraíso' marcou um ponto a menos que 'A força do querer',"A primeira semana de “O outro lado do paraíso” registrou 31 pontos com 46% de participação em São Paulo. De 2014 até hoje, somente a novela “Império” registrou..."
438,Deputado reapresenta projeto das '10 Medidas de Combate à Corrupção' | JORNAL O TEMPO,Deputado reapresenta projeto das '10 Medidas de Combate à Corrupção',"Desde o envio ao Senado, o projeto está engavetado, aguardando a designação de relator para que o tema seja apreciado pela Comissão de Constituição e Justiça (CCJ)"
439,Um Raio De Sol Na Água Fria ,Um Raio De Sol Na Água Fria ,
440,"Defesa - ″Desapareceram muitas coisas″ dos estaleiros de Viana, diz Azeredo","Defesa - ″Desapareceram muitas coisas″ dos estaleiros de Viana, diz Azeredo","Ministro antecipa que muitos aspetos do processo de liquidação da empresa ""acabem serenamente na Procuradoria-Geral da República""."
441,Entrevista: Barão Vermelho vem ao Recife com gás renovado - Jornal do Commercio,Entrevista: Barão Vermelho vem ao Recife com gás renovado,"Pela primeira vez, Rodrigo Suricato canta na capital pernambucana substituindo Frejat na banda  Cultura/Música- Jornal do Commercio"
442, Como cientistas brasileiros colonizaram o YouTube ,Como cientistas brasileiros colonizaram o YouTube,Quem são os youtubers brasileiros que contrariam os manuais de comunicação nas redes e fazem sucesso com temas complexos e vídeos longos
443,Selva Brasilis: Mentalidade e Moralidade Estropiadas da Esquerda,Mentalidade e Moralidade Estropiadas da Esquerda,Comunista semi-analfabeto associa eleitores de Bolsonaro a KKK. 
444,Joesley Batista é convocado para depor na terça-feira em duas CPIs | FOLHAMAX,Joesley Batista é convocado para depor na terça-feira em duas CPIs | FOLHAMAX,"O empresário Joesley Batista, dono da empresa J&F, foi convocado para depor em duas comissões parlamentares de inquérito na próxima terça-feira (28), às 9h. Preso desde setembro por determinação do Supremo Tribunal Federal (STF), Joesley Batista deve falar a senadores e deputados da CPI do BNDES e da CPMI da JBS.
Joesley, e o irmão Wesley, também preso, teriam mentido e omitido informações no acordo de..."
445,A obra-prima de Oscar Niemeyer que foi abandonada durante guerra no Líbano | Mundo | G1,A obra-prima de Oscar Niemeyer que foi abandonada durante guerra no Líbano,"Na década de 1960, o famoso arquiteto brasileiro foi contratado para desenhar o centro internacional de comércio de Trípoli, mas os prédios nunca chegaram a cumprir sua função."
446,Cremesp ameaça pedir a interdição do Ouro Verde | Blog da Rose | Band.com.br,Cremesp ameaça pedir a interdição do Ouro Verde,  
447,Manifestantes bloqueiam trânsito na avenida Afrânio Peixoto,Manifestantes bloqueiam trânsito na avenida Afrânio Peixoto,"Cerca de 150 pessoas bloqueiam o trânsito na região da avenida Afrânio Peixoto (Suburbana), próximo ao viaduto dos motoristas, no bairro da..."
